CodeInsee,CodeDepartement,Commune,Votants,arthaud,ROUSSEL,MACRON,LASSALLE,LE PEN,ZEMMOUR,MÉLENCHON,HIDALGO,JADOT,PÉCRESSE,POUTOU,DUPONT-AIGNAN
1407,1,Seyssel,518,6,8,132,10,126,40,108,12,29,25,3,11
1408,1,Simandre-sur-Suran,426,3,4,84,26,109,34,99,8,16,21,0,10
1410,1,Sonthonnax-la-Montagne,206,1,7,37,15,56,18,39,5,10,9,2,0
1411,1,Souclin,167,0,3,36,9,68,10,12,2,6,9,3,8
1412,1,Sulignat,351,1,2,117,8,115,21,33,5,16,11,2,11
1415,1,Talissieu,240,1,5,50,8,96,8,35,3,8,9,4,9
1416,1,Tenay,432,3,11,92,13,153,37,79,3,7,9,6,16
1418,1,Thil,741,1,17,248,13,156,73,116,11,36,30,5,18
1419,1,Thoiry,2513,9,30,923,58,433,148,431,34,192,127,15,82
1420,1,Thoissey,748,4,11,175,15,246,71,113,8,27,39,3,16
1421,1,Torcieu,439,1,11,84,19,153,44,71,8,9,19,5,7
1422,1,Tossiat,904,3,20,255,32,240,64,124,17,45,49,7,20
1423,1,Toussieux,703,4,4,213,17,177,70,111,7,34,35,2,16
1424,1,Tramoyes,1221,1,27,406,23,291,118,140,18,82,66,3,18
1425,1,La Tranclière,204,3,2,52,12,64,15,22,3,5,13,3,2
1426,1,Val-Revermont,1533,11,26,379,81,398,104,231,41,98,70,11,39
1427,1,Trévoux,3265,18,63,933,65,630,243,748,53,184,162,27,72
1428,1,Valeins,89,0,1,34,1,31,5,2,1,2,7,0,1
1429,1,Vandeins,415,0,7,88,15,147,44,41,12,10,26,1,9
1430,1,Varambon,350,2,5,78,12,117,29,51,8,10,18,4,12
1431,1,Vaux-en-Bugey,762,7,32,160,22,185,62,157,16,36,37,6,30
1432,1,Verjon,227,2,9,57,15,58,12,34,5,10,13,0,7
1433,1,Vernoux,154,2,9,24,4,66,14,14,4,1,5,3,5
1434,1,Versailleux,288,1,5,79,11,89,21,23,6,15,21,0,15
1435,1,Versonnex,882,3,12,263,34,152,71,169,17,75,38,5,28
1436,1,Vesancy,265,1,1,119,7,29,20,38,5,13,19,2,6
1437,1,Vescours,122,0,0,27,2,40,13,11,3,2,15,0,7
1439,1,Vésines,61,0,0,17,1,12,9,4,1,2,8,0,3
1441,1,Vieu-d'Izenave,397,1,1,74,24,141,34,45,6,17,22,1,15
1443,1,Villars-les-Dombes,2704,9,54,776,55,780,210,406,44,120,121,24,58
1444,1,Villebois,720,6,17,122,27,232,60,162,7,33,29,2,13
1445,1,Villemotier,382,2,9,107,11,121,32,38,10,20,21,0,6
1446,1,Villeneuve,964,5,7,228,18,323,93,112,13,39,72,5,33
1447,1,Villereversure,735,2,8,152,72,211,44,133,12,25,36,2,19
1448,1,Villes,217,3,1,57,11,59,9,32,2,11,17,1,14
1449,1,Villette-sur-Ain,488,3,10,112,13,138,60,63,4,37,14,6,16
1450,1,Villieu-Loyes-Mollon,2338,9,41,589,66,720,197,335,36,116,102,14,57
1451,1,Viriat,3834,18,48,1209,119,912,267,546,74,168,251,15,120
1452,1,Virieu-le-Grand,591,6,21,105,10,180,55,122,5,21,28,6,25
1453,1,Arviere-en-Valromey,456,2,10,91,24,119,24,96,10,25,26,4,14
1454,1,Virignin,597,4,10,114,23,188,57,112,10,27,25,3,11
1456,1,Vongnes,60,0,2,24,0,9,2,7,4,0,5,0,4
1457,1,Vonnas,1683,10,27,507,30,460,125,228,31,61,111,10,45
2001,2,Abbécourt,284,4,5,38,8,145,26,28,3,4,9,5,4
2002,2,Achery,336,1,3,59,4,151,31,46,4,8,15,3,8
2003,2,Acy,644,4,11,128,20,249,44,97,8,24,25,4,16
2004,2,Agnicourt-et-Séchelles,119,0,3,28,6,42,2,16,2,4,9,1,6
2005,2,Aguilcourt,243,1,1,54,6,99,19,28,4,5,12,2,1
2006,2,Aisonville-et-Bernoville,174,1,0,39,4,74,17,19,1,4,7,2,0
2007,2,Aizelles,85,1,2,25,4,26,2,13,1,1,7,0,1
2008,2,Aizy-Jouy,173,3,4,29,1,78,13,17,2,12,4,2,6
2009,2,Alaincourt,317,1,3,62,6,153,22,30,7,6,8,2,11
2010,2,Allemant,102,0,1,21,4,53,1,14,0,2,2,1,1
2011,2,Ambleny,770,7,19,183,13,274,71,98,12,16,37,5,16
2012,2,Ambrief,36,0,0,10,1,16,2,1,0,0,6,0,0
2013,2,Amifontaine,239,0,2,51,9,98,19,18,2,8,14,1,9
2014,2,Amigny-Rouy,435,0,9,96,7,178,31,54,2,13,21,6,10
2015,2,Ancienville,56,0,0,12,2,24,5,8,0,2,3,0,0
2016,2,Andelain,142,1,5,28,2,61,2,26,3,2,5,0,3
2017,2,Anguilcourt-le-Sart,151,1,2,35,1,58,14,18,1,1,11,1,3
2018,2,Anizy-le-Grand,1329,8,28,262,31,529,88,201,11,46,55,18,21
2019,2,Annois,200,1,3,49,3,80,24,23,1,2,9,1,1
2020,2,Any-Martin-Rieux,291,1,2,63,14,123,31,22,0,10,13,0,5
2021,2,Archon,63,0,1,6,2,25,7,5,0,12,2,1,1
2022,2,Arcy-Sainte-Restitue,247,5,2,64,8,103,18,28,1,4,11,0,1
2023,2,Armentières-sur-Ourcq,78,0,3,13,2,21,5,15,1,4,8,1,4
2024,2,Arrancy,33,2,0,7,0,12,3,3,0,2,2,0,2
2025,2,Artemps,236,2,1,48,6,113,19,18,2,8,6,3,1
2027,2,Assis-sur-Serre,142,0,1,32,2,73,6,13,0,4,7,1,1
2028,2,Athies-sous-Laon,1451,14,60,291,27,603,72,206,17,41,43,9,31
2029,2,Attilly,194,0,3,28,10,74,14,26,8,8,11,4,4
2030,2,Aubencheul-aux-Bois,167,1,4,36,5,66,10,16,2,4,10,2,7
2031,2,Aubenton,340,2,5,50,11,185,32,28,6,3,8,1,8
2032,2,Aubigny-aux-Kaisnes,136,0,1,17,11,70,8,14,3,1,6,1,0
2033,2,Aubigny-en-Laonnois,63,0,1,13,1,24,9,6,0,0,6,1,1
2034,2,Audignicourt,69,0,1,15,3,38,5,4,0,0,1,0,2
2035,2,Audigny,160,3,7,26,8,65,10,18,1,4,9,0,8
2036,2,Augy,58,1,1,12,2,22,2,9,0,0,2,0,3
2037,2,Aulnois-sous-Laon,786,10,17,148,14,315,44,136,9,26,27,10,21
2038,2,Les Autels,51,0,0,5,0,22,11,3,1,1,1,0,5
2039,2,Autremencourt,106,0,0,27,1,44,9,14,4,2,2,0,3
2040,2,Autreppes,116,1,3,28,4,36,7,26,2,2,3,1,0
2041,2,Autreville,503,3,11,114,10,200,29,86,3,9,13,2,14
2042,2,Azy-sur-Marne,236,1,5,41,7,88,17,31,3,5,10,2,8
2043,2,Bagneux,38,0,1,5,4,21,3,1,0,1,1,0,0
2044,2,Bancigny,21,0,1,3,3,5,5,0,0,0,4,0,0
2046,2,Barenton-Bugny,349,3,8,67,7,151,20,52,5,9,8,5,9
2047,2,Barenton-Cel,93,1,1,10,2,55,10,4,2,0,3,0,3
2048,2,Barenton-sur-Serre,73,0,4,10,1,23,13,7,0,1,8,1,0
2049,2,Barisis-aux-Bois,435,3,14,93,6,182,27,48,5,8,15,6,14
2050,2,Barzy-en-Thiérache,198,3,2,38,1,98,12,20,1,1,11,0,8
2051,2,Barzy-sur-Marne,210,1,3,50,7,85,17,24,0,7,7,1,5
2052,2,Bassoles-Aulers,83,0,2,15,1,33,3,13,1,2,6,0,6
2053,2,Vallées en Champagne,363,2,2,93,7,118,27,51,3,11,21,5,13
2054,2,Bazoches-et-Saint-Thibaut,286,4,11,68,10,94,15,36,4,10,14,4,10
2055,2,Beaumé,66,2,0,9,4,27,6,8,2,3,1,0,2
2056,2,Beaumont-en-Beine,105,0,5,21,1,52,6,8,3,0,2,1,1
2057,2,Beaurevoir,715,8,4,153,21,334,67,64,2,7,22,4,13
2058,2,Beaurieux,436,4,9,74,10,195,30,66,5,7,19,2,2
2059,2,Beautor,1172,11,32,179,27,519,68,230,12,16,20,14,12
2060,2,Beauvois-en-Vermandois,167,1,1,38,0,89,1,20,3,3,5,0,2
2061,2,Becquigny,155,2,0,14,6,77,15,21,5,3,2,1,5
2062,2,Belleau,84,0,1,9,3,32,12,12,1,6,8,0,0
2063,2,Bellenglise,217,1,3,46,4,113,7,31,1,2,3,0,2
2064,2,Belleu,1767,18,43,420,25,661,102,312,17,47,52,11,25
2065,2,Bellicourt,341,2,9,57,12,150,32,41,1,8,16,1,4
2066,2,Benay,121,1,2,19,2,49,10,20,0,4,6,0,3
2067,2,Bergues-sur-Sambre,139,0,0,34,3,54,12,18,3,3,4,1,3
2068,2,Berlancourt,54,0,3,4,3,22,12,2,0,0,1,1,1
2069,2,Berlise,74,1,0,11,2,26,12,12,0,0,7,1,0
2070,2,Bernot,265,1,2,58,10,106,7,37,2,3,25,1,7
2071,2,Berny-Rivière,413,2,13,93,7,165,28,41,3,32,6,6,9
2072,2,Berrieux,110,1,3,33,5,49,4,6,1,2,3,1,2
2073,2,Berry-au-Bac,329,0,6,60,5,173,16,40,1,6,5,1,10
2074,2,Bertaucourt-Epourdon,307,3,6,53,13,143,19,37,2,6,6,0,12
2075,2,Berthenicourt,138,2,0,27,3,52,7,27,1,4,9,0,2
2076,2,Bertricourt,99,0,1,28,4,33,6,12,0,0,11,0,4
2077,2,Berzy-le-Sec,242,2,8,52,8,71,22,32,1,9,17,7,3
2078,2,Besmé,93,1,2,16,2,58,4,6,0,0,2,0,2
2079,2,Besmont,92,0,1,16,5,32,6,14,0,1,13,1,2
2080,2,Besny-et-Loizy,212,2,7,68,7,53,10,18,4,5,24,4,6
2081,2,Béthancourt-en-Vaux,260,2,3,50,12,109,17,41,2,7,6,3,3
2082,2,Beugneux,77,2,2,11,0,27,3,17,0,7,6,0,1
2083,2,Beuvardes,419,4,3,72,6,204,37,37,8,11,14,3,13
2084,2,Bézu-le-Guéry,155,1,6,36,5,51,13,21,1,5,7,0,5
2085,2,Bézu-Saint-Germain,526,4,17,117,11,196,41,85,3,15,10,3,5
2086,2,Bichancourt,582,6,15,126,10,222,38,97,3,10,21,4,22
2087,2,Bieuxy,19,0,0,3,0,10,4,0,0,0,0,0,1
2088,2,Bièvres,49,1,0,11,1,20,2,4,0,1,3,0,4
2089,2,Billy-sur-Aisne,639,4,9,171,14,258,43,58,4,9,33,5,14
2090,2,Billy-sur-Ourcq,117,1,1,24,4,37,9,21,1,7,7,3,2
2091,2,Blanzy-lès-Fismes,54,0,2,14,3,13,4,7,4,2,0,1,1
2093,2,Blérancourt,640,5,15,125,19,278,36,93,10,11,14,9,12
2094,2,Blesmes,280,2,8,55,6,74,36,44,1,10,22,1,10
2095,2,Bohain-en-Vermandois,2328,19,44,450,47,981,130,397,22,39,62,27,34
2096,2,Bois-lès-Pargny,109,1,2,23,3,42,6,21,0,1,3,1,2
2097,2,Boncourt,149,1,0,28,3,76,10,15,3,1,8,1,0
2098,2,Bonneil,219,1,6,64,8,65,10,34,3,6,9,0,7
2099,2,Bonnesvalyn,158,0,4,26,3,57,7,49,1,1,2,0,4
2100,2,Bony,85,0,0,9,1,31,17,18,0,2,4,0,3
2101,2,Bosmont-sur-Serre,103,0,3,18,6,46,11,8,1,0,5,0,1
2102,2,Bouconville-Vauclair,108,0,1,38,4,30,9,14,3,2,5,1,0
2103,2,Boué,676,6,14,135,14,313,37,78,9,5,24,2,18
2104,2,Bouffignereux,73,0,0,31,4,18,1,5,1,6,2,0,5
2105,2,Bouresches,115,1,0,21,4,38,17,14,1,1,12,0,1
2106,2,Bourg-et-Comin,426,4,19,62,14,212,37,39,6,7,10,2,6
2107,2,Bourguignon-sous-Coucy,56,2,1,4,1,25,3,10,0,2,2,0,2
2108,2,Bourguignon-sous-Montbavin,101,0,3,24,1,24,8,17,2,9,7,2,0
2109,2,La Bouteille,282,2,1,61,14,119,31,29,3,3,13,0,2
2110,2,Braine,1096,5,21,248,30,463,83,124,9,18,43,9,23
2111,2,Brancourt-en-Laonnois,410,3,9,65,6,181,31,65,8,12,11,3,10
2112,2,Brancourt-le-Grand,409,4,8,89,9,175,32,43,3,5,24,2,5
2114,2,Brasles,843,11,23,196,30,277,47,134,11,33,23,11,20
2115,2,Braye-en-Laonnois,117,0,2,26,7,50,7,13,0,1,2,3,1
2116,2,Braye-en-Thiérache,87,1,1,24,7,26,6,5,2,4,9,0,0
2117,2,Bray-Saint-Christophe,45,1,0,9,2,22,3,3,0,4,0,0,0
2118,2,Braye,83,1,1,17,1,39,5,8,2,2,4,1,2
2119,2,Brécy,171,3,4,28,4,86,10,17,0,4,12,0,1
2120,2,Brenelle,125,1,0,26,3,55,2,17,3,1,12,2,0
2121,2,Breny,128,1,3,20,7,64,4,12,0,3,4,1,7
2122,2,Brie,32,0,2,9,1,7,3,6,1,0,1,0,2
2123,2,Brissay-Choigny,195,3,4,37,5,85,13,29,1,3,6,2,5
2124,2,Brissy-Hamégicourt,400,0,7,100,8,164,25,55,1,12,15,1,2
2125,2,Brumetz,126,0,2,22,2,33,13,36,2,5,5,0,3
2126,2,Brunehamel,275,2,1,52,9,114,32,22,10,4,14,0,13
2127,2,Bruyères-sur-Fère,103,0,4,14,2,45,7,11,1,4,9,2,0
2128,2,Bruyères-et-Montbérault,887,8,23,256,11,257,65,118,17,30,54,5,21
2129,2,Bruys,25,0,0,6,0,3,6,5,0,1,3,0,0
2130,2,Bucilly,130,0,7,16,6,53,15,16,2,4,6,0,4
2131,2,Bucy-le-Long,1144,13,24,277,27,414,78,152,17,45,43,5,21
2132,2,Bucy-lès-Cerny,123,0,2,43,7,34,12,8,0,4,5,0,4
2133,2,Bucy-lès-Pierrepont,230,2,3,46,2,113,13,27,0,3,10,4,4
2134,2,Buire,532,5,12,116,15,240,15,85,6,12,6,5,8
2135,2,Buironfosse,588,4,6,95,19,312,27,48,5,9,25,5,15
2136,2,Burelles,98,1,3,21,3,46,6,6,0,2,3,1,4
2137,2,Bussiares,82,0,0,15,3,33,8,10,1,0,7,1,0
2138,2,Buzancy,129,0,2,36,3,44,22,9,0,2,6,1,0
2139,2,Caillouël-Crépigny,270,1,4,49,7,117,20,40,4,3,5,0,13
2140,2,Camelin,261,2,7,49,4,103,26,35,0,7,9,3,8
2141,2,La Capelle,868,9,13,194,31,389,50,81,14,13,45,5,11
2142,2,Castres,171,3,4,41,3,65,9,29,2,6,1,1,1
2143,2,Le Catelet,98,1,2,24,0,34,12,11,2,1,8,0,3
2144,2,Caulaincourt,91,2,4,25,3,30,12,11,1,2,1,0,0
2145,2,Caumont,354,3,7,71,5,145,32,53,4,13,5,2,3
2146,2,Celles-lès-Condé,51,1,2,19,2,14,4,2,0,3,2,1,0
2148,2,Celles-sur-Aisne,147,1,3,30,2,70,12,17,0,3,4,1,3
2149,2,Cerizy,46,0,1,18,1,9,4,6,1,1,1,0,2
2150,2,Cerny-en-Laonnois,38,0,0,6,2,18,4,4,1,0,1,0,2
2151,2,Cerny-lès-Bucy,64,0,0,21,3,14,11,5,1,4,3,0,2
2152,2,Cerseuil,53,0,1,10,5,20,4,0,0,1,11,0,0
2153,2,Cessières-Suzy,499,4,11,107,15,162,17,92,11,33,17,6,18
2154,2,Chacrise,187,1,7,39,9,47,23,42,0,6,2,2,6
2155,2,Chaillevois,119,3,5,30,10,27,8,23,0,4,2,2,3
2156,2,Chalandry,118,0,2,20,8,50,11,11,0,5,7,0,3
2157,2,Chambry,489,5,14,105,7,169,15,100,9,18,23,4,14
2158,2,Chamouille,141,2,5,41,2,54,9,13,2,5,3,1,3
2159,2,Champs,180,1,0,36,11,77,13,21,1,6,8,0,4
2160,2,Chaourse,241,4,6,46,3,107,13,28,5,6,14,4,2
2162,2,La Chapelle-sur-Chézy,156,1,1,28,2,61,13,21,2,5,9,4,6
2163,2,Charly-sur-Marne,1217,7,21,261,29,400,72,257,5,38,68,5,28
2164,2,Le Charmel,201,3,7,31,3,88,16,16,3,3,8,0,11
2165,2,Charmes,890,10,25,175,17,373,53,133,17,20,20,12,21
2166,2,Chartèves,203,2,8,37,4,74,26,23,4,13,6,1,0
2167,2,Chassemy,517,2,10,112,11,223,42,56,4,9,26,5,10
2168,2,Château-Thierry,6174,57,137,1491,137,1505,391,1637,71,196,224,59,139
2169,2,Châtillon-lès-Sons,57,0,1,5,2,26,9,6,2,1,2,1,1
2170,2,Châtillon-sur-Oise,83,0,2,18,3,31,8,7,0,1,8,0,0
2171,2,Chaudardes,52,0,0,15,1,17,3,6,0,1,3,2,2
2172,2,Chaudun,132,0,0,21,12,50,10,15,1,5,13,0,1
2173,2,Chauny,5132,30,130,1176,106,1853,345,917,57,123,152,34,115
2174,2,Chavignon,431,5,6,100,11,172,26,50,6,18,9,4,15
2175,2,Chavigny,101,2,2,27,2,39,7,6,0,4,6,1,2
2176,2,Chavonne,117,0,1,16,4,60,8,10,1,1,5,1,2
2177,2,Chérêt,86,0,1,29,0,23,8,15,1,0,2,2,3
2178,2,Chermizy-Ailles,76,1,1,22,0,29,7,6,0,1,5,0,2
2179,2,Chéry-Chartreuve,226,6,3,51,2,78,12,32,2,4,14,4,11
2180,2,Chéry-lès-Pouilly,432,4,13,81,11,190,19,49,7,19,20,5,7
2181,2,Chéry-lès-Rozoy,63,2,1,10,1,39,2,6,0,0,1,0,1
2182,2,Chevennes,95,0,3,19,1,46,13,7,1,0,3,0,1
2183,2,Chevregny,140,0,2,24,5,66,6,16,0,4,7,1,6
2184,2,Chevresis-Monceau,174,2,2,21,10,86,19,12,0,6,6,1,4
2185,2,Chézy-en-Orxois,224,0,4,46,4,87,14,38,3,6,17,1,2
2186,2,Chézy-sur-Marne,744,6,22,194,23,242,38,87,5,34,47,5,22
2187,2,Chierry,650,2,14,180,10,171,61,126,17,23,18,4,6
2188,2,Chigny,90,1,4,13,4,40,4,14,1,2,1,0,2
2189,2,Chivres-en-Laonnois,180,1,4,19,4,107,11,11,7,5,3,1,3
2190,2,Chivres-Val,321,2,4,74,6,153,10,30,7,6,12,1,10
2191,2,Chivy-lès-Etouvelles,290,1,8,42,10,123,26,46,1,11,5,4,7
2192,2,Chouy,215,2,3,39,5,93,20,18,2,3,18,4,2
2193,2,Cierges,39,1,3,7,3,13,5,4,0,0,1,0,1
2194,2,Cilly,134,0,2,33,7,51,6,14,4,0,7,3,3
2195,2,Ciry-Salsogne,541,5,14,101,16,224,46,61,6,22,18,2,14
2196,2,Clacy-et-Thierret,196,2,4,41,1,77,10,23,1,16,9,2,6
2197,2,Clairfontaine,326,0,3,88,10,121,21,25,2,8,16,3,22
2198,2,Clamecy,131,1,10,37,9,41,5,14,0,1,4,0,6
2199,2,Clastres,320,5,10,54,1,157,33,34,3,4,8,1,5
2200,2,Clermont-les-Fermes,55,0,2,17,1,26,0,3,0,1,3,2,0
2201,2,Coeuvres-et-Valsery,202,0,4,29,8,83,13,34,1,13,8,2,3
2203,2,Coincy,645,9,7,132,13,284,35,93,9,15,15,4,11
2204,2,Coingt,46,1,3,16,2,13,3,2,0,0,4,0,2
2205,2,Colligis-Crandelain,118,2,3,21,5,52,8,12,1,7,2,0,1
2206,2,Colonfay,51,0,0,20,1,18,0,6,3,0,0,0,0
2207,2,Commenchon,127,2,5,27,3,43,15,12,2,3,7,0,1
2208,2,Concevreux,166,1,1,33,3,73,8,24,3,4,7,1,5
2209,2,Condé-en-Brie,305,3,13,69,12,101,23,44,1,1,18,2,6
2210,2,Condé-sur-Aisne,229,0,7,45,10,115,18,17,2,4,2,3,4
2211,2,Condé-sur-Suippe,169,2,4,44,4,60,12,24,2,2,7,2,3
2212,2,Condren,392,4,12,75,9,168,27,55,3,7,9,4,13
2213,2,Connigis,169,0,10,29,6,70,7,18,1,9,7,4,7
2214,2,Contescourt,34,1,2,3,1,16,3,2,0,0,1,0,0
2215,2,Corbeny,422,4,13,72,12,184,18,53,6,12,17,4,13
2216,2,Corcy,166,0,1,39,3,60,19,26,1,3,6,0,8
2217,2,Coucy-le-Château-Auffrique,495,2,12,105,11,174,37,84,5,22,13,1,14
2218,2,Coucy-lès-Eppes,347,2,5,78,19,143,13,45,4,10,13,1,8
2219,2,Coucy-la-Ville,103,1,3,22,1,47,6,10,1,5,4,0,3
2220,2,Coulonges-Cohan,260,1,2,66,9,89,15,40,2,7,21,2,3
2221,2,Coupru,91,1,4,10,5,35,12,10,0,2,3,1,8
2222,2,Courbes,22,0,0,9,0,8,2,2,0,0,1,0,0
2223,2,Courboin,163,0,3,20,6,57,19,21,0,8,9,4,11
2224,2,Courcelles-sur-Vesle,243,4,6,34,12,131,13,22,2,5,2,0,8
2225,2,Courchamps,49,0,2,10,1,25,2,1,2,4,1,0,0
2226,2,Courmelles,1063,6,20,238,24,446,62,152,12,33,36,1,20
2227,2,Courmont,70,0,0,13,1,34,2,4,0,2,7,0,5
2228,2,Courtemont-Varennes,165,1,9,43,6,60,9,22,0,5,3,2,1
2229,2,Courtrizy-et-Fussigny,51,0,0,19,1,14,0,7,0,5,2,0,0
2230,2,Couvrelles,113,1,1,21,2,40,22,17,0,0,3,1,2
2231,2,Couvron-et-Aumencourt,494,2,10,98,16,206,23,76,9,10,22,4,10
2232,2,Coyolles,131,3,10,32,2,42,10,21,2,4,2,2,1
2233,2,Cramaille,91,0,1,18,4,41,3,11,0,4,1,1,4
2234,2,Craonne,79,1,2,18,5,23,4,13,0,2,7,0,3
2235,2,Craonnelle,68,0,2,17,2,33,4,3,1,0,3,0,2
2236,2,Crécy-au-Mont,190,1,1,42,9,91,10,12,1,5,5,4,3
2237,2,Crécy-sur-Serre,729,5,13,121,22,313,46,137,2,12,27,2,9
2238,2,Crépy,932,2,15,203,8,428,53,115,15,25,22,10,19
2239,2,Crézancy,547,8,24,106,13,200,34,95,5,18,15,5,16
2240,2,Croix-Fonsomme,126,0,2,24,5,42,9,24,0,3,10,2,1
2241,2,La Croix-sur-Ourcq,74,0,1,17,2,24,4,10,1,6,7,0,2
2242,2,Crouttes-sur-Marne,327,1,4,81,4,105,19,60,4,8,22,4,8
2243,2,Crouy,1444,11,26,349,29,532,69,274,10,37,39,11,28
2244,2,Crupilly,38,0,3,8,2,13,2,4,0,2,3,0,0
2245,2,Cuffies,893,13,16,191,17,343,66,158,14,19,23,2,15
2246,2,Cugny,330,6,1,84,6,129,16,47,4,5,19,4,6
2248,2,Cuirieux,91,0,0,17,1,47,6,10,0,1,0,0,4
2249,2,Cuiry-Housse,68,0,0,13,1,26,7,4,0,7,7,1,1
2250,2,Cuiry-lès-Chaudardes,42,0,0,0,0,24,2,11,0,1,0,0,2
2251,2,Cuiry-lès-Iviers,23,0,0,3,1,5,11,0,0,0,3,0,0
2252,2,Cuissy-et-Geny,49,0,0,5,2,21,2,12,0,0,5,0,1
2253,2,Cuisy-en-Almont,239,1,4,51,6,93,16,36,0,8,9,6,4
2254,2,Cutry,78,0,3,22,3,19,7,10,1,3,2,2,4
2255,2,Cys-la-Commune,83,1,0,14,1,40,4,8,3,3,4,1,1
2256,2,Dagny-Lambercy,70,0,0,20,3,23,8,3,1,1,5,0,6
2257,2,Dallon,275,4,3,74,1,94,22,27,1,7,19,5,10
2258,2,Dammard,220,3,2,39,9,86,15,41,0,6,8,0,9
2259,2,Dampleux,276,7,11,69,6,90,25,38,1,4,4,3,9
2260,2,Danizy,310,0,4,55,6,146,22,41,3,15,5,2,8
2261,2,Dercy,232,0,6,28,3,115,19,33,3,5,8,2,2
2262,2,Deuillet,132,2,2,27,3,59,6,19,0,3,6,3,2
2263,2,Dhuizel,87,2,2,15,2,34,11,9,0,5,6,0,0
2264,2,Dizy-le-Gros,446,2,8,98,12,202,32,42,10,3,14,6,8
2265,2,Dohis,38,0,0,9,2,13,0,7,1,1,4,0,0
2266,2,Dolignon,39,1,1,10,4,13,4,3,0,1,2,0,0
2267,2,Dommiers,156,2,8,21,5,73,9,17,1,4,10,0,4
2268,2,Domptin,346,0,7,65,14,126,20,67,1,10,11,5,11
2269,2,Dorengt,88,0,0,27,8,31,2,4,2,1,8,1,2
2270,2,Douchy,88,1,0,12,3,40,11,6,1,5,5,0,4
2271,2,Dravegny,94,0,2,25,0,36,5,8,0,3,8,1,0
2272,2,Droizy,58,0,1,9,2,25,4,4,1,0,3,0,1
2273,2,Dury,142,1,0,26,6,78,7,11,1,2,4,0,5
2274,2,Ebouleau,114,0,1,18,2,54,5,20,4,2,5,0,2
2275,2,Effry,175,2,5,24,6,90,8,23,4,1,1,2,7
2276,2,Englancourt,89,0,2,21,3,31,6,12,0,1,5,2,4
2277,2,Epagny,189,4,5,24,5,83,17,29,2,5,4,0,7
2278,2,Eparcy,31,0,2,17,1,4,5,2,0,0,0,0,0
2279,2,Epaux-Bézu,356,1,6,84,12,128,29,52,6,10,19,1,2
2280,2,Epieds,243,0,1,35,6,98,27,40,2,12,5,6,8
2281,2,L'Epine-aux-Bois,147,0,0,39,6,40,8,35,1,4,3,2,7
2282,2,Eppes,234,5,4,59,6,98,11,17,5,8,8,4,3
2283,2,Erlon,168,2,5,27,2,83,10,17,1,3,14,1,2
2284,2,Erloy,45,0,0,9,1,14,9,6,0,0,0,2,4
2286,2,Esquéhéries,495,3,7,144,14,234,21,37,5,6,4,0,10
2287,2,Essigny-le-Grand,743,1,17,191,19,265,59,102,11,24,31,5,11
2288,2,Essigny-le-Petit,208,1,5,40,6,91,16,24,0,7,12,2,2
2289,2,Essises,257,2,2,52,7,105,17,37,1,14,7,1,10
2290,2,Essômes-sur-Marne,1413,11,45,308,39,448,102,260,21,48,51,19,30
2291,2,Estrées,218,1,2,50,10,76,20,28,2,3,14,1,3
2292,2,Etampes-sur-Marne,701,3,28,152,15,229,50,116,10,24,21,7,29
2293,2,Etaves-et-Bocquiaux,359,0,17,73,12,139,23,50,6,6,10,1,9
2294,2,Etouvelles,147,0,4,34,2,55,17,17,2,2,6,1,1
2295,2,Etréaupont,453,2,11,97,16,211,21,44,3,12,17,2,7
2296,2,Etreillers,663,8,15,159,13,239,54,70,6,14,30,10,19
2297,2,Etrépilly,86,0,2,23,3,26,6,20,2,0,3,0,1
2298,2,Etreux,749,6,13,117,17,373,33,95,9,8,26,5,28
2299,2,Evergnicourt,288,0,9,61,5,133,15,36,3,6,7,2,5
2302,2,Faverolles,207,2,9,39,6,77,15,29,0,3,16,2,4
2303,2,Fayet,490,1,5,195,7,93,67,53,2,11,37,2,8
2304,2,La Fère,883,6,6,157,21,406,51,140,7,13,27,5,27
2305,2,Fère-en-Tardenois,1402,9,28,356,31,551,64,186,7,25,63,10,39
2306,2,La Ferté-Chevresis,319,2,5,49,3,147,24,38,7,9,19,1,9
2307,2,La Ferté-Milon,1067,12,33,209,29,403,74,153,7,40,40,13,33
2308,2,Fesmy-le-Sart,268,0,7,41,6,145,10,30,1,2,10,1,10
2309,2,Festieux,369,0,7,73,8,167,25,50,1,8,9,4,12
2310,2,Fieulaine,165,0,2,31,6,67,18,20,1,3,12,0,1
2311,2,Filain,76,1,0,23,5,29,2,8,0,2,4,1,0
2312,2,La Flamengrie,597,5,6,118,15,281,39,68,7,12,19,4,17
2313,2,Flavigny-le-Grand-et-Beaurain,249,5,3,62,13,105,10,23,1,4,11,2,6
2315,2,Flavy-le-Martel,893,0,35,172,22,359,52,139,13,15,39,5,16
2316,2,Fleury,104,2,2,32,2,35,4,17,0,5,2,0,2
2317,2,Fluquières,136,1,1,30,1,61,20,12,0,3,2,1,0
2318,2,Folembray,777,8,12,143,15,351,52,118,8,15,11,11,15
2319,2,Fonsomme,282,5,10,47,2,112,37,28,5,8,10,1,5
2320,2,Fontaine-lès-Clercs,166,0,1,46,7,57,8,19,1,10,7,2,6
2321,2,Fontaine-lès-Vervins,527,3,13,136,11,191,43,60,5,17,20,1,19
2322,2,Fontaine-Notre-Dame,260,0,6,73,2,100,22,25,2,6,15,2,2
