CodeInsee,CodeDepartement,Commune,Votants,arthaud,ROUSSEL,MACRON,LASSALLE,LE PEN,ZEMMOUR,MÉLENCHON,HIDALGO,JADOT,PÉCRESSE,POUTOU,DUPONT-AIGNAN
59098,59,Bousbecque,2783,14,58,981,54,715,205,375,30,128,125,13,39
59099,59,Bousies,952,9,45,200,26,360,54,147,24,12,30,7,16
59100,59,Bousignies,211,0,14,65,5,52,19,30,1,11,10,1,1
59101,59,Bousignies-sur-Roc,146,1,5,28,3,49,16,17,0,5,6,6,9
59102,59,Boussières-en-Cambrésis,255,1,10,73,5,91,18,23,3,2,14,2,8
59103,59,Boussières-sur-Sambre,283,7,6,72,6,113,15,34,4,4,13,2,3
59104,59,Boussois,1554,8,89,255,20,699,58,301,12,27,22,14,24
59105,59,Bouvignies,1007,2,34,308,27,253,62,145,11,63,44,7,20
59106,59,Bouvines,508,2,9,226,9,64,26,98,3,27,27,0,7
59107,59,Bray-Dunes,2709,16,72,712,84,954,167,365,45,59,106,26,48
59108,59,Briastre,415,2,14,81,9,173,19,84,5,2,9,4,7
59109,59,Brillon,488,0,32,138,7,115,35,64,3,33,33,7,11
59110,59,Brouckerque,900,4,17,248,29,300,52,112,12,34,39,8,28
59111,59,Broxeele,237,3,9,52,8,99,3,34,5,3,14,0,3
59112,59,Bruay-sur-l'Escaut,5563,39,347,888,61,2551,276,1038,34,61,71,32,73
59113,59,Bruille-lez-Marchiennes,771,4,152,108,15,289,39,95,12,9,13,5,14
59114,59,Bruille-Saint-Amand,932,3,150,187,13,321,70,109,6,20,20,2,21
59115,59,Brunémont,411,2,14,70,14,191,23,50,5,4,8,5,8
59116,59,Bry,247,3,11,88,5,59,17,33,5,6,8,3,7
59117,59,Bugnicourt,648,2,19,148,20,276,24,85,13,21,13,5,12
59118,59,Busigny,1297,10,35,261,22,641,85,131,7,24,43,7,17
59119,59,Buysscheure,350,1,9,94,7,114,13,62,5,12,17,6,4
59120,59,Caëstre,1202,12,22,372,31,374,56,139,24,40,65,9,24
59121,59,Cagnoncles,398,2,9,85,7,165,34,54,9,10,7,1,4
59122,59,Cambrai,14746,98,343,3892,269,4749,1003,2488,257,408,561,97,290
59123,59,Camphin-en-Carembault,1119,2,24,376,18,290,60,164,16,59,55,3,26
59124,59,Camphin-en-Pévèle,1478,7,26,588,23,305,113,183,17,86,71,3,29
59125,59,Cantaing-sur-Escaut,241,0,7,65,4,104,14,17,4,7,16,1,1
59126,59,Cantin,966,4,30,233,18,394,52,120,18,30,29,5,14
59127,59,Capelle,104,0,5,28,2,27,5,17,6,3,5,0,5
59128,59,Capinghem,1344,7,22,503,28,264,88,209,19,74,68,6,29
59129,59,Cappelle-en-Pévèle,1419,15,47,504,29,334,74,183,23,86,54,10,23
59130,59,Cappelle-Brouck,719,8,25,171,22,245,48,97,10,9,29,12,20
59131,59,Cappelle-la-Grande,4743,57,177,912,83,1992,216,833,83,83,55,54,70
59132,59,Carnières,609,5,9,113,11,291,37,74,9,9,24,2,6
59133,59,Carnin,711,4,9,235,14,214,39,89,12,43,23,5,13
59134,59,Cartignies,656,7,14,154,18,248,51,63,8,14,39,4,19
59135,59,Cassel,1300,7,28,392,37,292,95,239,23,50,62,11,28
59136,59,Le Cateau-Cambrésis,2940,19,84,601,58,1335,168,399,22,39,88,18,38
59137,59,Catillon-sur-Sambre,458,4,19,98,7,171,24,73,5,6,23,4,16
59138,59,Cattenières,405,6,13,69,4,177,29,53,6,7,12,3,17
59139,59,Caudry,6475,36,216,1281,104,2748,324,1052,91,128,182,40,124
59140,59,Caullery,269,2,1,52,10,139,13,27,2,8,3,5,6
59141,59,Cauroir,362,2,12,97,8,118,25,43,10,8,17,3,11
59142,59,Cerfontaine,378,0,11,89,3,165,27,44,3,6,20,2,6
59143,59,La Chapelle-d'Armentières,4700,29,122,1522,83,1230,302,749,76,193,195,21,81
59144,59,Château-l'Abbaye,519,1,91,126,13,146,37,44,4,19,21,4,5
59145,59,Chemy,530,1,9,195,6,108,38,93,9,26,19,2,16
59146,59,Chéreng,2100,8,39,869,30,347,133,330,34,119,108,14,32
59147,59,Choisies,39,0,0,11,3,11,4,4,0,0,3,0,2
59148,59,Clairfayts,163,1,4,26,4,72,8,23,2,7,12,0,3
59149,59,Clary,629,6,8,136,15,281,41,77,3,18,15,3,15
59150,59,Cobrieux,386,0,12,159,11,69,28,32,4,44,13,0,8
59151,59,Colleret,853,4,16,173,21,384,69,91,11,17,23,6,19
59152,59,Comines,6538,31,138,1782,110,2024,399,1180,95,232,266,33,123
59153,59,Condé-sur-l'Escaut,3683,18,181,616,41,1310,207,1014,33,49,78,16,46
59155,59,Coudekerque-Branche,11411,123,353,2559,231,4072,549,2125,187,315,241,121,217
59156,59,Courchelettes,1614,18,60,336,21,672,95,258,18,36,49,2,22
59157,59,Cousolre,1027,7,25,219,16,424,76,132,8,15,47,5,28
59158,59,Coutiches,1995,8,49,628,56,560,123,299,29,70,87,8,50
59159,59,Craywick,421,5,9,82,5,183,23,66,7,5,13,3,9
59160,59,Crespin,1944,8,74,355,24,804,125,393,19,30,26,17,32
59161,59,Crèvecoeur-sur-l'Escaut,422,3,7,98,11,155,29,59,3,12,29,1,10
59162,59,Crochte,425,0,9,130,12,108,27,53,10,18,32,3,12
59163,59,Croix,10343,36,235,3310,146,1729,701,2519,124,607,551,47,178
59164,59,Croix-Caluyau,160,0,2,39,7,62,8,24,0,4,5,0,1
59165,59,Cuincy,3730,17,102,932,59,1113,205,880,58,120,105,15,57
59166,59,Curgies,823,4,35,270,15,232,63,116,8,24,22,3,14
59167,59,Cuvillers,118,1,2,30,2,42,10,10,1,0,14,1,4
59168,59,Cysoing,3080,17,99,1118,54,609,227,438,51,169,169,18,44
59169,59,Damousies,127,0,5,37,5,48,10,7,0,0,9,0,2
59170,59,Dechy,2516,11,120,373,33,1064,109,599,40,37,30,20,23
59171,59,Dehéries,29,0,1,15,2,9,1,1,0,0,0,0,0
59172,59,Denain,7246,74,274,1051,67,2972,290,2039,88,86,87,37,67
59173,59,Deûlémont,1148,6,24,401,22,308,72,148,9,33,55,8,36
59174,59,Dimechaux,186,0,3,50,7,64,14,16,0,13,11,0,4
59175,59,Dimont,191,1,5,64,6,50,11,25,1,6,15,0,6
59176,59,Doignies,227,3,6,52,6,106,13,17,2,5,6,2,7
59177,59,Dompierre-sur-Helpe,473,7,14,105,16,177,25,70,5,6,22,4,11
59178,59,Douai,17230,89,444,4043,225,4757,989,4627,262,611,559,102,239
59179,59,Douchy-les-Mines,4815,27,326,620,54,2109,181,1153,41,79,50,27,59
59180,59,Le Doulieu,947,3,20,299,26,248,70,135,12,39,40,6,18
59181,59,Dourlers,327,0,11,94,9,109,28,26,3,8,18,1,14
59182,59,Drincham,165,1,5,35,8,50,3,34,4,7,8,0,3
59183,59,Dunkerque,42781,341,1103,11229,805,12603,2310,9056,691,1383,1250,341,655
59184,59,Ebblinghem,388,4,8,94,14,143,23,54,5,6,9,4,11
59185,59,Ecaillon,992,4,43,195,18,432,35,185,11,24,11,4,15
59186,59,Eccles,49,0,3,8,5,13,5,6,0,1,5,0,3
59187,59,Eclaibes,193,2,6,60,4,57,15,18,0,3,10,2,9
59188,59,Ecuélin,75,0,3,13,4,35,8,5,0,0,1,1,2
59189,59,Eecke,788,3,11,215,31,227,49,118,7,32,44,2,22
59190,59,Elesmes,603,6,14,146,14,218,49,78,6,16,25,4,7
59191,59,Elincourt,350,0,5,72,11,180,20,35,2,4,4,2,9
59192,59,Emerchicourt,519,4,71,67,9,215,29,83,4,5,9,1,12
59193,59,Emmerin,1909,10,42,641,29,398,117,394,24,118,74,8,27
59194,59,Englefontaine,749,3,38,170,14,278,48,111,7,20,21,5,16
59195,59,Englos,396,0,5,166,4,70,37,55,6,13,22,1,8
59196,59,Ennetières-en-Weppes,868,4,13,370,22,139,76,90,10,45,58,4,22
59197,59,Ennevelin,1536,6,33,543,40,328,99,231,22,94,75,14,25
59198,59,Eppe-Sauvage,100,0,2,19,1,28,7,21,5,5,7,1,2
59199,59,Erchin,448,2,13,139,12,124,29,63,1,14,28,3,7
59200,59,Eringhem,295,1,7,61,18,123,15,36,4,3,14,1,9
59201,59,Erquinghem-le-Sec,386,2,7,154,5,67,33,49,4,25,26,3,5
59202,59,Erquinghem-Lys,2955,23,100,905,55,863,170,468,43,108,78,19,57
59203,59,Erre,910,1,42,168,20,368,75,145,9,23,20,5,19
59204,59,Escarmain,315,1,6,58,10,121,25,52,3,6,19,1,7
59205,59,Escaudain,4045,20,279,552,38,1848,179,843,36,55,57,25,52
59206,59,Escaudoeuvres,1673,19,84,387,32,610,101,267,20,29,38,13,37
59207,59,Escautpont,2187,15,248,346,27,988,102,337,7,29,21,9,23
59208,59,Escobecques,230,0,5,102,4,41,13,22,2,14,22,0,5
59209,59,Esnes,375,2,10,80,9,161,31,45,4,8,11,3,7
59210,59,Esquelbecq,1355,17,45,417,35,356,93,187,23,49,65,9,28
59211,59,Esquerchin,509,3,15,125,9,181,32,75,5,25,18,2,6
59212,59,Estaires,3823,24,104,966,59,1487,240,529,37,83,114,32,69
59213,59,Estourmel,305,0,19,86,7,90,24,30,5,9,18,0,8
59214,59,Estrées,705,4,16,159,11,276,40,117,7,21,23,4,9
59215,59,Estreux,628,4,33,209,15,148,47,82,8,27,31,4,13
59216,59,Eswars,235,1,13,56,7,85,15,29,3,5,12,1,3
59217,59,Eth,216,0,10,64,9,69,14,11,3,10,13,1,9
59218,59,Etroeungt,682,5,9,190,15,242,56,64,7,16,40,5,19
59219,59,Estrun,448,2,25,87,11,184,38,45,1,8,22,2,9
59220,59,Faches-Thumesnil,8902,39,228,2400,132,1639,439,2962,144,398,215,42,102
59221,59,Famars,1341,7,56,444,47,325,100,184,23,41,53,3,26
59222,59,Faumont,1440,10,49,471,44,435,66,162,21,72,40,10,22
59223,59,Le Favril,290,1,10,60,18,109,16,49,0,8,8,2,3
59224,59,Féchain,905,1,52,178,24,394,58,109,12,19,23,2,5
59225,59,Feignies,3155,21,96,571,67,1264,178,698,27,50,71,24,38
59226,59,Felleries,703,3,28,167,21,263,38,103,9,10,25,9,17
59227,59,Fenain,2954,13,163,477,52,1327,139,548,29,62,30,14,50
59228,59,Férin,943,4,46,234,28,325,56,115,12,35,33,5,28
59229,59,Féron,342,4,4,103,7,101,16,57,2,8,14,3,12
59230,59,Ferrière-la-Grande,2621,16,71,509,38,1201,139,409,30,37,70,16,43
59231,59,Ferrière-la-Petite,569,4,21,96,16,229,47,92,13,14,10,3,16
59232,59,La Flamengrie,265,3,9,72,9,84,9,35,1,15,8,2,11
59233,59,Flaumont-Waudrechies,197,3,0,42,6,84,6,36,2,3,8,3,2
59234,59,Flers-en-Escrebieux,2637,12,68,455,41,1071,117,651,22,43,55,17,36
59236,59,Flesquières,156,3,5,37,3,55,10,20,2,7,8,2,1
59237,59,Flêtre,574,0,12,150,10,184,41,83,5,26,30,2,20
59238,59,Flines-lès-Mortagne,840,3,112,198,11,266,53,106,5,41,13,5,16
59239,59,Flines-lez-Raches,3300,18,151,909,67,1078,217,453,52,114,93,22,67
59240,59,Floursies,91,0,2,21,8,33,2,13,0,5,4,2,0
59241,59,Floyon,256,3,3,60,10,108,14,25,3,6,5,0,10
59242,59,Fontaine-au-Bois,442,2,13,90,16,185,40,45,5,11,21,1,4
59243,59,Fontaine-au-Pire,611,8,25,120,11,289,30,75,4,13,20,2,6
59244,59,Fontaine-Notre-Dame,1034,5,25,254,22,398,61,130,20,18,51,5,21
59246,59,Forest-en-Cambrésis,315,0,17,78,8,134,16,22,2,2,27,2,2
59247,59,Forest-sur-Marque,1000,5,22,411,17,172,65,169,20,58,21,7,13
59249,59,Fourmies,5437,62,171,1109,101,2415,253,822,47,100,114,49,99
59250,59,Fournes-en-Weppes,1401,7,38,601,25,249,101,149,13,68,96,8,27
59251,59,Frasnoy,216,0,12,43,11,79,16,31,3,10,6,0,4
59252,59,Frelinghien,1594,5,24,558,45,409,110,183,26,86,77,8,19
59253,59,Fresnes-sur-Escaut,3252,11,378,521,46,1429,165,506,16,44,49,11,28
59254,59,Fressain,550,6,25,133,14,225,35,57,7,17,14,0,10
59255,59,Fressies,361,1,15,64,5,180,24,30,5,4,13,1,8
59256,59,Fretin,1953,10,58,615,46,423,93,385,52,110,79,12,27
59257,59,Fromelles,714,2,15,256,18,162,58,84,6,30,45,4,15
59258,59,Genech,1564,4,53,628,36,282,95,226,24,84,64,7,32
59259,59,Ghissignies,334,0,13,110,6,89,21,49,4,15,18,4,3
59260,59,Ghyvelde,2558,28,52,620,67,885,192,397,28,57,101,19,59
59261,59,Glageon,808,7,11,179,20,360,44,99,7,15,30,2,13
59262,59,Godewaersvelde,1223,11,42,346,26,350,64,192,32,52,48,4,28
59263,59,Goeulzin,672,0,28,169,13,251,57,84,5,27,18,2,10
59264,59,Gognies-Chaussée,355,3,11,95,8,127,30,52,4,4,5,2,12
59265,59,Gommegnies,1363,7,57,353,31,431,90,222,10,58,52,10,23
59266,59,Gondecourt,2578,22,82,856,51,643,136,407,40,139,104,15,38
59267,59,Gonnelieu,180,4,2,32,7,83,11,22,1,2,8,2,2
59268,59,La Gorgue,3144,36,91,739,70,1243,177,416,41,84,88,20,65
59269,59,Gouzeaucourt,805,10,27,196,59,294,39,91,9,19,22,8,13
59270,59,Grand-Fayt,284,1,15,45,14,112,11,57,3,8,6,0,9
59271,59,Grande-Synthe,9309,72,219,1354,143,2614,293,3873,111,129,124,69,116
59272,59,Grand-Fort-Philippe,2883,27,84,537,69,1330,161,358,46,42,66,39,58
59273,59,Gravelines,6579,50,225,1311,178,2591,403,1035,171,134,143,59,124
59274,59,La Groise,267,2,10,62,5,108,16,39,1,7,8,1,2
59275,59,Gruson,882,3,15,430,15,108,57,94,14,43,64,4,20
59276,59,Guesnain,2570,13,249,391,44,1018,111,560,19,41,33,15,28
59277,59,Gussignies,127,2,5,47,3,32,7,20,2,5,2,0,2
59278,59,Hallennes-lez-Haubourdin,2609,17,93,735,53,744,135,469,57,119,97,20,34
59279,59,Halluin,10314,43,241,2841,154,3054,701,2102,108,344,299,78,151
59280,59,Hamel,499,1,18,92,10,219,33,75,6,6,20,1,9
59281,59,Hantay,720,6,19,196,15,189,57,129,12,31,24,4,12
59282,59,Hardifort,269,1,9,62,5,89,8,43,6,6,23,1,10
59283,59,Hargnies,363,3,11,98,6,151,23,21,6,8,18,2,8
59284,59,Hasnon,2320,16,322,496,50,710,144,351,18,77,56,7,28
59285,59,Haspres,1471,7,89,292,20,620,90,202,15,35,33,15,23
59286,59,Haubourdin,6932,43,212,1712,129,2129,327,1478,106,298,179,57,111
59287,59,Haucourt-en-Cambrésis,128,0,1,20,3,66,10,14,0,3,7,1,0
59288,59,Haulchin,1254,10,61,217,24,547,58,222,15,17,24,13,17
59289,59,Haussy,809,7,41,177,11,328,46,114,4,27,9,9,18
59290,59,Haut-Lieu,236,1,6,56,4,86,21,35,2,4,11,1,4
59291,59,Hautmont,5807,48,144,937,84,2463,319,1378,38,68,130,27,77
59292,59,Haveluy,1673,9,99,191,26,739,60,423,24,18,22,12,26
59293,59,Haverskerque,835,7,23,230,38,305,32,105,13,19,25,7,11
59294,59,Haynecourt,219,1,9,46,3,85,9,29,4,5,21,0,3
59295,59,Hazebrouck,11973,108,291,3316,239,3827,570,2074,226,324,447,98,210
59296,59,Hecq,225,0,7,51,9,79,15,39,1,4,5,2,5
59297,59,Hélesmes,1088,1,61,216,17,477,74,154,10,26,17,2,13
59299,59,Hem,10090,43,170,3239,146,1644,546,2929,116,459,438,52,140
59300,59,Hem-Lenglet,338,4,16,63,10,156,13,38,2,2,18,0,8
59301,59,Hergnies,2294,12,220,488,52,857,176,259,25,52,53,11,48
59302,59,Hérin,2135,26,164,394,30,895,121,316,15,50,39,17,30
59303,59,Herlies,1454,6,44,503,26,334,112,193,24,72,71,10,30
59304,59,Herrin,272,1,6,102,6,38,28,29,9,22,10,0,8
59305,59,Herzeele,1013,8,18,315,39,351,49,108,12,15,60,4,20
59306,59,Hestrud,127,0,6,34,7,35,10,16,3,1,7,0,5
59307,59,Holque,541,7,18,97,8,234,40,73,6,10,18,4,10
59308,59,Hondeghem,636,1,23,226,34,138,32,78,5,28,30,9,16
59309,59,Hondschoote,2085,16,32,510,50,785,114,325,29,38,79,29,36
59310,59,Hon-Hergies,362,1,6,87,10,132,24,50,0,10,15,2,18
59311,59,Honnechy,277,2,2,30,6,152,14,29,2,4,13,2,10
59312,59,Honnecourt-sur-Escaut,380,3,12,62,22,143,49,44,9,12,7,1,12
59313,59,Hordain,889,4,64,159,15,401,45,116,9,15,14,5,20
59314,59,Hornaing,2026,12,114,344,27,859,107,329,69,47,43,12,19
59315,59,Houdain-lez-Bavay,460,1,16,103,12,163,38,61,2,15,15,6,14
59316,59,Houplin-Ancoisne,2103,9,65,610,39,572,129,340,32,153,73,11,34
59317,59,Houplines,3996,27,178,980,66,1268,219,777,77,135,95,22,73
59318,59,Houtkerque,570,8,4,135,24,187,50,66,4,18,22,8,30
59319,59,Hoymille,2082,8,55,652,50,667,122,250,27,64,79,16,46
59320,59,Illies,927,3,42,272,10,310,62,116,5,34,24,9,16
59321,59,Inchy,367,0,11,72,9,165,21,33,7,5,15,2,14
59322,59,Iwuy,1796,5,55,326,30,911,98,214,14,26,48,8,29
59323,59,Jenlain,713,4,29,218,9,203,44,93,4,32,30,4,23
59324,59,Jeumont,3983,23,93,686,50,1574,197,1016,54,65,83,24,57
59325,59,Jolimetz,586,2,23,168,14,167,54,75,11,24,22,5,16
59326,59,Killem,629,8,14,153,19,266,27,71,6,9,17,7,11
59327,59,Lallaing,3338,20,153,517,42,1602,165,564,27,43,66,15,49
59328,59,Lambersart,15518,57,360,6067,212,1783,968,3249,251,1188,860,86,187
59329,59,Lambres-lez-Douai,2650,17,78,660,39,900,171,439,41,89,95,15,55
59330,59,Landas,1652,4,70,522,53,426,106,211,20,69,85,9,43
59331,59,Landrecies,1808,10,56,367,35,728,125,276,30,30,66,12,34
59332,59,Lannoy,737,4,23,204,7,187,49,174,10,27,24,3,11
59333,59,Larouillies,152,2,7,45,8,56,5,12,0,1,4,0,8
59334,59,Lauwin-Planque,1055,12,40,253,15,353,64,194,13,31,37,7,11
59335,59,Lecelles,1886,7,187,577,33,478,114,237,24,86,65,4,29
59336,59,Lécluse,766,1,38,126,29,341,50,106,4,11,20,2,21
59337,59,Lederzeele,434,5,6,129,10,159,26,53,0,8,18,0,9
59338,59,Ledringhem,431,4,12,120,20,123,37,42,7,13,32,2,7
59339,59,Leers,5892,27,138,1798,106,1681,359,1002,93,219,196,33,111
59340,59,Leffrinckoucke,2732,18,81,787,56,768,192,487,34,88,93,19,59
59341,59,Lesdain,241,5,5,50,14,87,14,28,6,11,9,0,8
59342,59,Lez-Fontaine,142,1,0,41,6,36,15,29,0,4,6,0,3
59343,59,Lesquin,4726,27,93,1529,67,1137,290,869,84,274,152,29,56
59344,59,Leval,1325,9,136,213,31,524,63,244,11,24,23,7,17
59345,59,Lewarde,1324,14,145,224,17,486,72,251,14,28,31,3,9
59346,59,Lezennes,1957,12,90,487,33,360,91,539,96,128,33,20,27
59347,59,Liessies,299,4,11,57,8,106,9,58,7,15,10,0,8
59348,59,Lieu-Saint-Amand,895,1,102,154,9,407,38,86,9,18,27,4,14
59349,59,Ligny-en-Cambrésis,1001,6,19,204,22,486,45,109,13,15,31,8,21
59350,59,Lille,89754,424,2063,22672,1022,10397,3908,35799,2000,6215,2345,648,834
59351,59,Limont-Fontaine,360,3,12,80,17,143,29,36,2,9,17,2,4
59352,59,Linselles,4999,21,98,1960,98,1245,312,565,50,241,193,28,99
59353,59,Locquignol,192,1,5,37,6,72,13,28,2,6,8,1,9
59354,59,Loffre,492,2,29,145,19,150,37,67,6,12,8,5,4
59356,59,Lompret,1479,3,25,655,15,183,121,183,24,98,113,6,28
59357,59,La Longueville,1174,5,33,282,39,430,96,159,8,33,44,8,20
59358,59,Looberghe,736,5,17,162,23,282,59,92,8,13,33,2,19
59359,59,Loon-Plage,3506,34,83,760,61,1514,203,456,50,75,94,32,61
59360,59,Loos,8601,67,242,1955,129,2043,411,2710,169,339,208,68,128
59361,59,Lourches,1514,11,73,186,14,657,53,430,17,11,17,8,9
59363,59,Louvignies-Quesnoy,536,2,25,137,7,180,44,81,11,11,19,3,12
59364,59,Louvil,573,1,17,269,4,64,31,72,3,55,39,2,8
59365,59,Louvroil,2377,13,92,290,27,766,102,956,12,17,33,10,28
59366,59,Lynde,515,5,18,130,14,166,32,71,6,20,16,4,20
59367,59,Lys-lez-Lannoy,6691,28,142,1908,119,1798,392,1457,110,226,200,51,133
59368,59,La Madeleine,11560,42,221,4115,164,1515,703,2827,184,844,538,89,126
59369,59,Maing,2184,9,126,533,41,685,140,421,30,49,67,11,35
59370,59,Mairieux,381,1,13,114,5,135,28,42,3,6,20,1,6
59371,59,Le Maisnil,439,4,13,193,8,62,40,38,5,31,26,1,8
59372,59,Malincourt,284,3,2,67,15,109,17,22,2,7,23,0,7
59374,59,Marbaix,278,2,13,64,4,99,21,38,3,7,13,0,10
59375,59,Marchiennes,2696,15,105,680,52,886,199,418,35,96,70,23,49
59377,59,Marcoing,1170,4,57,224,35,488,62,165,10,28,53,8,16
59378,59,Marcq-en-Baroeul,22308,42,522,9226,311,2539,1765,3541,290,1369,1925,79,321
59379,59,Marcq-en-Ostrevent,408,0,11,78,4,195,17,57,4,15,10,1,10
59381,59,Maresches,522,3,18,157,9,137,29,92,4,24,19,2,18
59382,59,Maretz,690,1,20,128,15,344,36,84,4,10,21,3,13
59383,59,Marly,5735,27,445,1244,126,1648,358,1316,64,131,134,33,92
59384,59,Maroilles,862,6,24,212,18,337,36,112,9,25,32,7,23
59385,59,Marpent,1134,12,41,198,18,511,68,193,18,14,21,6,20
59386,59,Marquette-lez-Lille,5785,37,140,1938,74,1377,284,1139,98,286,167,43,89
59387,59,Marquette-en-Ostrevant,960,8,46,177,22,457,45,127,6,11,24,3,11
59388,59,Marquillies,1186,5,72,356,13,307,57,195,25,62,45,6,16
59389,59,Masnières,1419,10,93,290,17,542,74,242,18,28,45,12,17
59390,59,Masny,2104,21,130,374,32,848,97,464,12,23,29,9,17
59391,59,Mastaing,568,4,33,129,19,245,29,61,4,5,15,6,5
59392,59,Maubeuge,11553,73,223,2112,142,3560,588,3960,151,159,240,52,129
59393,59,Maulde,568,0,125,123,13,177,27,50,9,12,18,1,6
59394,59,Maurois,210,2,2,48,2,112,8,26,1,3,1,0,2
59395,59,Mazinghien,160,2,1,28,7,67,19,17,2,0,7,0,6
59396,59,Mecquignies,396,1,5,87,10,160,33,44,5,9,22,3,10
59397,59,Merckeghem,382,4,8,100,9,146,27,36,3,11,17,5,7
59398,59,Mérignies,2229,5,26,1041,25,390,193,212,30,94,138,4,30
59399,59,Merris,663,5,12,205,12,180,56,96,7,26,34,3,11
59400,59,Merville,5299,38,130,1102,94,2208,279,849,68,126,140,44,109
59401,59,Méteren,1380,12,35,464,52,381,73,160,16,54,57,11,27
59402,59,Millam,509,3,7,127,12,194,33,61,7,13,25,4,16
59403,59,Millonfosse,455,1,75,126,6,125,25,54,4,17,8,0,3
59405,59,Moeuvres,246,2,4,43,2,129,10,25,5,3,12,2,7
59406,59,Monceau-Saint-Waast,226,1,6,67,5,82,13,26,1,6,6,1,7
59407,59,Monchaux-sur-Ecaillon,407,2,29,123,9,138,39,30,2,7,10,2,5
59408,59,Moncheaux,1022,3,33,348,20,252,68,140,18,56,36,6,24
59409,59,Monchecourt,1350,8,77,218,16,629,61,221,8,23,35,4,24
59410,59,Mons-en-Baroeul,9005,50,191,2185,98,1518,370,3415,159,459,219,58,121
59411,59,Mons-en-Pévèle,1327,4,31,480,21,271,89,203,17,97,52,8,31
59412,59,Montay,164,3,7,29,8,75,8,19,3,2,4,1,1
59413,59,Montigny-en-Cambrésis,352,2,6,81,17,136,28,32,2,5,19,8,9
59414,59,Montigny-en-Ostrevent,2489,29,108,479,30,971,133,507,33,48,24,16,52
59415,59,Montrécourt,153,2,6,38,5,58,6,21,1,2,6,3,0
59416,59,Morbecque,1646,18,52,456,49,502,97,226,22,58,70,12,43
59418,59,Mortagne-du-Nord,727,0,122,112,10,284,29,109,4,20,10,3,9
59419,59,Mouchin,863,7,38,294,21,210,53,82,17,49,47,9,16
59420,59,Moustier-en-Fagne,31,0,0,7,1,5,1,9,1,3,2,0,1
59421,59,Mouvaux,7868,21,112,3438,118,1154,617,966,67,432,641,38,144
59422,59,Naves,405,1,12,85,14,149,39,49,11,14,20,3,1
59423,59,Neuf-Berquin,834,5,34,187,18,311,45,132,13,20,17,9,25
59424,59,Neuf-Mesnil,642,4,12,103,8,296,35,125,9,8,17,7,13
59425,59,Neuville-en-Avesnois,175,1,3,41,5,52,10,38,4,13,4,0,2
59426,59,Neuville-en-Ferrain,5989,26,120,2010,118,1615,446,851,99,237,220,19,116
59427,59,La Neuville,405,3,7,137,10,100,37,49,7,12,22,3,10
59428,59,Neuville-Saint-Rémy,1990,16,44,472,35,792,117,300,19,46,53,12,44
59429,59,Neuville-sur-Escaut,1438,5,171,220,26,640,66,215,16,16,8,6,15
59430,59,Neuvilly,583,3,14,86,14,286,34,76,4,6,33,3,9
59431,59,Nieppe,4466,27,129,1302,85,1313,283,696,61,174,189,34,86
59432,59,Niergnies,348,2,7,109,4,94,32,42,8,12,25,3,7
59433,59,Nieurlet,569,8,14,106,14,241,38,68,13,7,28,2,20
59434,59,Nivelle,880,3,134,219,18,259,57,97,18,32,17,3,16
59435,59,Nomain,1663,7,49,591,39,344,135,225,24,66,95,10,33
59436,59,Noordpeene,516,1,10,121,15,167,22,89,3,25,27,3,12
59437,59,Noyelles-lès-Seclin,553,3,20,207,11,92,33,100,10,32,26,2,8
59438,59,Noyelles-sur-Escaut,508,3,16,117,6,195,41,66,7,16,11,1,14
59439,59,Noyelles-sur-Sambre,179,0,5,48,5,61,6,31,2,4,9,1,5
59440,59,Noyelles-sur-Selle,400,0,19,61,4,182,22,52,8,5,29,4,5
59441,59,Obies,401,2,12,129,7,122,32,43,2,13,19,2,11
59442,59,Obrechies,199,1,6,52,5,82,13,21,3,2,4,2,5
59443,59,Ochtezeele,213,2,4,58,8,68,22,8,3,11,16,2,4
59444,59,Odomez,465,3,34,82,6,166,43,76,6,13,13,4,10
59445,59,Ohain,637,4,17,120,20,284,34,97,4,11,19,3,9
59446,59,Oisy,380,4,18,98,5,127,24,50,9,15,12,1,7
59447,59,Onnaing,4161,35,376,736,65,1647,249,774,28,53,68,14,51
59448,59,Oost-Cappel,266,2,3,59,13,107,14,32,0,6,6,4,12
59449,59,Orchies,4969,37,236,1257,93,1587,268,834,98,187,152,28,86
59450,59,Ors,396,3,18,72,23,143,34,69,5,5,12,0,5
59451,59,Orsinval,382,1,17,109,6,103,24,53,2,20,19,5,15
59452,59,Ostricourt,2816,16,65,457,48,927,153,863,48,70,52,20,41
59453,59,Oudezeele,428,3,5,114,10,138,22,57,10,26,21,4,7
59454,59,Oxelaëre,321,0,3,106,10,79,23,37,5,7,32,6,5
59455,59,Paillencourt,612,9,7,148,15,238,53,76,5,18,19,2,13
59456,59,Pecquencourt,3086,16,107,482,37,1396,133,640,32,52,46,42,46
59457,59,Pérenchies,4464,19,148,1286,83,1224,250,810,63,225,134,34,77
59458,59,Péronne-en-Mélantois,646,1,16,230,17,131,54,81,10,41,36,1,16
59459,59,Petite-Forêt,2887,11,238,533,38,1157,189,496,37,53,52,14,32
59461,59,Petit-Fayt,198,1,5,37,4,82,20,20,0,7,6,1,11
59462,59,Phalempin,3070,16,73,1084,61,652,182,511,43,139,180,12,54
59463,59,Pitgam,602,2,13,170,26,234,33,55,7,11,28,1,10
